vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,year_stolen,vehicle_age,date_stolen,location_id,day_stolen
2158,Hatchback,619,2004,COROLLA,Silver,2022,18,30-01-2022,102,Sunday
2159,Hatchback,611,2010,SWIFT,Black,2022,12,29-01-2022,104,Saturday
2160,Saloon,548,2010,COMMODORE,Black,2022,12,13-03-2022,101,Sunday
2161,Stationwagon,619,1996,CALDINA,Black,2021,25,14-10-2021,105,Thursday
2162,Stationwagon,610,2001,LEGACY,Silver,2022,21,01-04-2022,114,Friday
2163,Stationwagon,580,2000,LANCER,Silver,2022,22,07-03-2022,102,Monday
2164,Stationwagon,619,1991,HILUX,Grey,2021,30,05-11-2021,114,Friday
2165,Saloon,548,2010,CRUZE,Silver,2022,12,08-03-2022,103,Tuesday
2166,Hatchback,576,2009,DEMIO,Black,2022,13,08-01-2022,114,Saturday
2167,Stationwagon,548,2010,CAPTIVA,Black,2022,12,11-02-2022,105,Friday
2168,Stationwagon,610,2000,LEGACY,White,2021,21,31-12-2021,103,Friday
2169,Saloon,619,2002,ALTEZZA,Silver,2022,20,17-02-2022,102,Thursday
2170,Utility,619,2010,HILUX,Silver,2022,12,18-03-2022,115,Friday
2171,Stationwagon,619,2003,ESTIMA,Silver,2022,19,15-01-2022,103,Saturday
2172,Utility,540,2000,COURIER,Blue,2021,21,20-12-2021,104,Monday
2173,Stationwagon,512,2005,325I,Silver,2021,16,18-10-2021,101,Monday
2174,Stationwagon,580,2007,OUTLANDER,Black,2022,15,19-03-2022,104,Saturday
2175,Saloon,610,2005,IMPREZA,White,2021,16,06-12-2021,105,Monday
2176,Stationwagon,610,2002,LEGACY,Blue,2021,19,04-12-2021,114,Saturday
2177,Stationwagon,619,1999,RAUM,Silver,2022,23,29-01-2022,102,Saturday
2178,Utility,540,2004,COURIER,Blue,2022,18,25-03-2022,105,Friday
2179,Stationwagon,576,2005,ATENZA,Grey,2022,17,03-02-2022,115,Thursday
2180,Stationwagon,576,2005,ATENZA,Grey,2022,17,08-02-2022,116,Tuesday
2181,Light Van,619,2008,HIACE,Silver,2021,13,05-11-2021,102,Friday
2182,Utility,619,2007,HILUX,Black,2022,15,14-03-2022,109,Monday
2183,Saloon,580,2006,LANCER,Silver,2021,15,23-12-2021,103,Thursday
2184,Hatchback,550,2004,FIT,Silver,2021,17,24-10-2021,114,Sunday
2185,Stationwagon,580,2010,OUTLANDER,White,2022,12,12-02-2022,102,Saturday
2186,Stationwagon,548,2010,COMMODORE,Black,2022,12,13-02-2022,102,Sunday
2187,Saloon,619,2010,CAMRY,Green,2021,11,04-12-2021,103,Saturday
2188,Stationwagon,540,2005,ESCAPE,Red,2021,16,09-10-2021,102,Saturday
2189,Light Van,587,2005,EXPERT,White,2022,17,18-02-2022,103,Friday
2190,Hatchback,577,2010,B,Grey,2022,12,29-03-2022,102,Tuesday
2191,Stationwagon,610,2001,IMPREZA,Red,2021,20,12-10-2021,114,Tuesday
2192,Hatchback,587,2001,CUBE,Silver,2021,20,10-11-2021,102,Wednesday
2193,Stationwagon,550,2001,CIVIC,Silver,2022,21,05-04-2022,111,Tuesday
2194,Hatchback,524,2010,C3,Blue,2022,12,31-03-2022,109,Thursday
2195,Stationwagon,540,2003,ESCAPE,Black,2022,19,02-03-2022,101,Wednesday
2196,Saloon,540,2007,FAIRLANE,Grey,2022,15,25-03-2022,104,Friday
2197,Stationwagon,576,2003,DEMIO,White,2022,19,22-03-2022,102,Tuesday
2198,Saloon,576,2002,ATENZA,Silver,2022,20,22-03-2022,109,Tuesday
2199,Stationwagon,619,2001,SPACIO,Red,2021,20,13-11-2021,115,Saturday
2200,Stationwagon,576,2002,ATENZA,Silver,2021,19,28-10-2021,109,Thursday
2201,Stationwagon,576,2002,PREMACY,White,2022,20,09-03-2022,107,Wednesday
2202,Stationwagon,587,2005,AVENIR,Silver,2022,17,04-04-2022,111,Monday
2203,Saloon,550,2001,TORNEO,Blue,2021,20,24-11-2021,102,Wednesday
2204,Stationwagon,568,2006,RANGE ROVER,Black,2021,15,14-10-2021,109,Thursday
2205,Stationwagon,610,1997,FORESTER,Silver,2022,25,26-01-2022,115,Wednesday
2206,Sports Car,587,1996,SKYLINE,White,2021,25,22-11-2021,102,Monday
2207,Stationwagon,619,2000,ESTIMA,Grey,2022,22,13-01-2022,109,Thursday
2208,Stationwagon,587,2003,WINGROAD,White,2022,19,30-03-2022,102,Wednesday
2209,Hatchback,619,2003,VITZ,Black,2021,18,27-12-2021,102,Monday
2210,Saloon,587,2001,PRIMERA,Silver,2022,21,03-03-2022,111,Thursday
2211,Stationwagon,512,2010,X1 SDRIVE20D,White,2022,12,20-02-2022,103,Sunday
2212,Saloon,576,2003,RX-8,Green,2022,19,12-02-2022,114,Saturday
2213,Saloon,512,2001,318I,Silver,2021,20,21-11-2021,106,Sunday
2214,Saloon,610,2001,LEGACY,Silver,2021,20,14-12-2021,114,Tuesday
2215,Saloon,548,2010,CRUZE,Blue,2022,12,15-01-2022,102,Saturday
2216,Stationwagon,540,2010,TERRITORY,White,2022,12,18-02-2022,114,Friday
2217,Saloon,576,2003,ATENZA,Silver,2021,18,08-10-2021,108,Friday
2218,Stationwagon,619,2003,IPSUM,Silver,2022,19,27-03-2022,102,Sunday
2219,Stationwagon,555,2010,I30,Blue,2022,12,12-03-2022,102,Saturday
2220,Saloon,587,2001,BLUEBIRD,Grey,2021,20,25-11-2021,102,Thursday
2221,Cab and Chassis Only,587,2010,NAVARA,Blue,2022,12,10-02-2022,109,Thursday
2222,Stationwagon,548,2010,CAPTIVA,Black,2022,12,02-04-2022,109,Saturday
2223,Hatchback,633,2001,GOLF,Silver,2022,21,29-03-2022,102,Tuesday
2224,Stationwagon,610,2001,IMPREZA,Red,2021,20,03-11-2021,104,Wednesday
2225,Utility,587,2010,NAVARA,White,2022,12,31-01-2022,111,Monday
2226,Saloon,587,2007,SKYLINE,Grey,2021,14,19-12-2021,102,Sunday
2227,Hatchback,619,2010,COROLLA,White,2022,12,01-04-2022,103,Friday
2228,Hatchback,576,2002,ATENZA,White,2021,19,16-11-2021,104,Tuesday
2229,Stationwagon,587,2001,PRIMERA,Green,2022,21,04-04-2022,114,Monday
2230,Saloon,576,2002,ATENZA,White,2021,19,10-12-2021,103,Friday
2231,Light Van,555,2010,H1,White,2022,12,28-03-2022,102,Monday
2232,Stationwagon,587,2010,X-TRAIL,Grey,2021,11,06-11-2021,102,Saturday
2233,Stationwagon,580,2004,LANCER,White,2022,18,15-01-2022,101,Saturday
2234,Hatchback,512,2003,MINI,Black,2021,18,08-12-2021,109,Wednesday
2235,Saloon,587,1993,SENTRA,Black,2021,28,31-12-2021,102,Friday
2236,Hatchback,576,2005,DEMIO,Blue,2022,17,12-02-2022,102,Saturday
2237,Stationwagon,550,2002,ODYSSEY,Grey,2021,19,20-12-2021,102,Monday
2238,Stationwagon,587,2005,PRESAGE,Red,2022,17,19-01-2022,104,Wednesday
2239,Stationwagon,576,2004,MPV,Grey,2022,18,03-03-2022,103,Thursday
2240,Hatchback,555,2011,I30,White,2022,11,23-01-2022,102,Sunday
2241,Hatchback,576,2004,AXELA,Blue,2022,18,30-01-2022,103,Sunday
2242,Hatchback,610,2002,IMPREZA,Blue,2021,19,01-12-2021,105,Wednesday
2243,Stationwagon,619,2002,PROBOX,White,2022,20,31-03-2022,114,Thursday
2244,Hatchback,512,1997,318TI,White,2022,25,05-01-2022,102,Wednesday
2245,Stationwagon,580,1997,PAJERO,Red,2021,24,23-11-2021,101,Tuesday
2246,Stationwagon,550,2001,CIVIC,Blue,2022,21,01-01-2022,109,Saturday
2247,Stationwagon,587,2002,WINGROAD,Silver,2021,19,15-11-2021,108,Monday
2248,Hatchback,576,2003,DEMIO,Gold,2022,19,12-02-2022,109,Saturday
2249,Hatchback,619,2001,VITZ,Red,2022,21,04-03-2022,103,Friday
2250,Utility,540,2011,RANGER,Blue,2022,11,13-03-2022,109,Sunday
2251,Utility,540,1997,COURIER,Red,2022,25,02-02-2022,103,Wednesday
2252,Saloon,550,1995,ACCORD,Blue,2022,27,12-01-2022,115,Wednesday
2253,Saloon,550,2000,TORNEO,Silver,2021,21,01-11-2021,109,Monday
2254,Hatchback,576,2002,ATENZA,White,2021,19,20-10-2021,109,Wednesday
2255,Hatchback,576,2003,DEMIO,Purple,2022,19,20-03-2022,105,Sunday
2256,Hatchback,633,2004,GOLF,Black,2021,17,16-10-2021,102,Saturday
2257,Utility,540,1984,FALCON,Gold,2021,37,23-12-2021,101,Thursday
2258,Stationwagon,580,2007,OUTLANDER,Black,2021,14,01-12-2021,115,Wednesday
2259,Cab and Chassis Only,587,2011,NAVARA,Silver,2022,11,13-02-2022,101,Sunday
2260,Saloon,610,2002,IMPREZA,Silver,2022,20,07-02-2022,102,Monday
2261,Saloon,512,1997,540IASE E39,White,2022,25,17-03-2022,102,Thursday
2262,Hatchback,619,2011,PRIUS,White,2021,10,28-10-2021,104,Thursday
2263,Hatchback,633,2009,POLO,Black,2022,13,30-03-2022,102,Wednesday
2264,Saloon,587,2003,PRIMERA,Silver,2022,19,07-02-2022,102,Monday
2265,Saloon,548,1999,VT COMMODORE,Black,2021,22,10-12-2021,102,Friday
2266,Stationwagon,576,2002,ATENZA,Silver,2022,20,26-03-2022,105,Saturday
2267,Stationwagon,550,2003,ODYSSEY,White,2021,18,14-12-2021,114,Tuesday
2268,Stationwagon,587,2005,WINGROAD,White,2022,17,22-03-2022,114,Tuesday
2269,Stationwagon,619,2001,COROLLA,Blue,2022,21,07-03-2022,101,Monday
2270,Utility,540,2005,COURIER,Black,2022,17,14-01-2022,102,Friday
2271,Stationwagon,550,1999,ACCORD,White,2021,22,08-10-2021,103,Friday
2272,Utility,580,2011,TRITON,Brown,2022,11,15-03-2022,101,Tuesday
2273,Stationwagon,576,2001,TRIBUTE,Silver,2021,20,12-12-2021,114,Sunday
2274,Saloon,610,2000,LEGACY,Blue,2021,21,10-12-2021,106,Friday
2275,Hatchback,587,2002,MARCH,Orange,2022,20,17-02-2022,109,Thursday
2276,Stationwagon,576,2002,ATENZA,Grey,2022,20,31-03-2022,105,Thursday
2277,Hatchback,580,2004,COLT,Grey,2022,18,03-02-2022,102,Thursday
2278,Flat Deck Truck,587,1994,ATLAS,White,2021,27,13-10-2021,114,Wednesday
2279,Utility,619,2011,HILUX,Black,2022,11,20-03-2022,105,Sunday
2280,Hatchback,576,2005,AXELA,Silver,2022,17,11-03-2022,114,Friday
2281,Stationwagon,610,2002,FORESTER,Gold,2022,20,02-03-2022,101,Wednesday
2282,Stationwagon,540,2011,MONDEO,Grey,2022,11,20-01-2022,102,Thursday
2283,Stationwagon,548,2011,CAPTIVA,Black,2022,11,04-03-2022,102,Friday
2284,Saloon,548,1972,KINGSWOOD,Blue,2022,50,12-02-2022,105,Saturday
2285,Utility,587,2011,NAVARA,Silver,2021,10,14-12-2021,102,Tuesday
2286,Hatchback,592,2003,307,Blue,2022,19,16-03-2022,114,Wednesday
2287,Saloon,512,2001,318I,Blue,2021,20,25-10-2021,114,Monday
2288,Stationwagon,550,2000,ODYSSEY,Grey,2022,22,27-01-2022,102,Thursday
2289,Saloon,550,2001,ACCORD,Silver,2022,21,27-01-2022,107,Thursday
2290,Saloon,550,2005,ACCORD,Silver,2022,17,22-02-2022,102,Tuesday
2291,Stationwagon,531,1991,ROCKY,Black,2021,30,12-10-2021,104,Tuesday
2292,Hatchback,587,2003,MARCH,White,2021,18,22-12-2021,102,Wednesday
2293,Saloon,619,2002,PLATZ,White,2022,20,16-03-2022,114,Wednesday
2294,Saloon,548,2001,VX COMMODORE,White,2021,20,27-12-2021,105,Monday
2295,Stationwagon,548,2008,COMMODORE,Green,2021,13,17-10-2021,103,Sunday
2296,Stationwagon,619,2003,CALDINA,Silver,2022,19,11-02-2022,104,Friday
2297,Stationwagon,580,2011,CHALLENGER,Brown,2022,11,28-01-2022,101,Friday
2298,Stationwagon,576,2011,CX-9,Black,2021,10,19-12-2021,102,Sunday
2299,Hatchback,610,2001,IMPREZA,Red,2022,21,12-03-2022,102,Saturday
2300,Stationwagon,577,2000,ML270,Silver,2022,22,15-02-2022,114,Tuesday
2301,Saloon,619,2007,AURION,Red,2022,15,19-01-2022,103,Wednesday
2302,Stationwagon,610,2002,FORESTER,Black,2021,19,28-11-2021,109,Sunday
2303,Hatchback,576,2004,DEMIO,Blue,2022,18,05-04-2022,105,Tuesday
2304,Saloon,576,2006,ATENZA,White,2022,16,22-01-2022,107,Saturday
2305,Hatchback,633,2011,GOLF,Black,2022,11,25-02-2022,102,Friday
2306,Stationwagon,576,2002,FAMILIA,Red,2021,19,27-12-2021,109,Monday
2307,Trailer,514,2005,8 X 4,Green,2022,17,23-02-2022,114,Wednesday
2308,Trailer - Heavy,623,2006,COMMERCIAL,Black,2022,16,28-02-2022,102,Monday
2309,Boat Trailer,623,2005,FOURWINNS,Black,2022,17,16-01-2022,102,Sunday
2310,Trailer,549,1989,TRAILER,Green,2022,33,10-01-2022,114,Monday
2311,Trailer,549,1989,MISC,Blue,2021,32,03-11-2021,114,Wednesday
2312,Trailer,514,2005,8X4 TRAILER,Silver,2021,16,27-10-2021,102,Wednesday
2313,Trailer,623,2006,BRIFORD 8X4 1000KG,Blue,2022,16,15-01-2022,115,Saturday
2314,Hatchback,576,2002,FAMILIA,Silver,2022,20,13-01-2022,102,Thursday
2315,Hatchback,633,2003,LUPO,Black,2022,19,01-04-2022,102,Friday
2316,Utility,580,1992,L200,Green,2022,30,07-03-2022,102,Monday
2317,Light Van,576,2006,BONGO,White,2022,16,31-03-2022,102,Thursday
2318,Hatchback,576,2011,MAZDA3,White,2021,10,20-12-2021,109,Monday
2319,Utility,576,2011,BT-50,White,2022,11,26-02-2022,104,Saturday
2320,Saloon,548,2011,COMMODORE,White,2022,11,04-04-2022,104,Monday
2321,Stationwagon,550,2002,STREAM,Blue,2022,20,31-03-2022,102,Thursday
2322,Saloon,576,2002,ATENZA,Grey,2022,20,15-02-2022,102,Tuesday
2323,Stationwagon,619,2004,ESTIMA,White,2022,18,21-02-2022,102,Monday
2324,Stationwagon,548,2010,CAPTIVA,Black,2022,12,14-02-2022,106,Monday
2325,Saloon,587,2005,BLUEBIRD,Grey,2021,16,15-11-2021,108,Monday
2326,Saloon,576,2003,ATENZA,Silver,2022,19,15-01-2022,108,Saturday
2327,Saloon,576,2006,AXELA,Blue,2022,16,04-04-2022,109,Monday
2328,Saloon,587,2006,TIIDA,Silver,2022,16,18-02-2022,102,Friday
2329,Stationwagon,610,2003,LEGACY,Gold,2022,19,21-02-2022,115,Monday
2330,Stationwagon,619,2011,HIGHLANDER,Silver,2022,11,11-02-2022,102,Friday
2331,Saloon,580,2000,LANCER,Grey,2021,21,21-10-2021,102,Thursday
2332,Saloon,619,2001,ALTEZZA,Silver,2021,20,18-10-2021,114,Monday
2333,Stationwagon,610,2002,LEGACY,Silver,2022,20,31-03-2022,102,Thursday
2334,Saloon,610,2002,LEGACY,Grey,2021,19,26-12-2021,107,Sunday
2335,Utility,540,2003,COURIER,Blue,2022,19,02-02-2022,104,Wednesday
2336,Saloon,577,2004,E500,Black,2021,17,18-11-2021,102,Thursday
2337,Stationwagon,610,2002,IMPREZA,White,2022,20,05-03-2022,104,Saturday
2338,Saloon,522,1972,350AUTO,Green,2022,50,09-03-2022,104,Wednesday
2339,Stationwagon,580,2000,PAJERO,Silver,2021,21,22-11-2021,102,Monday
2340,Stationwagon,619,1991,HILUX,Grey,2021,30,01-12-2021,114,Wednesday
2341,Stationwagon,576,2005,ATENZA,Blue,2022,17,05-03-2022,107,Saturday
2342,Saloon,512,2005,320I,Silver,2022,17,13-03-2022,102,Sunday
2343,Cab and Chassis Only,587,2011,NAVARA,Red,2021,10,09-12-2021,115,Thursday
2344,Saloon,587,2006,TIIDA,White,2022,16,12-02-2022,102,Saturday
2345,Saloon,550,2002,ACCORD,Grey,2022,20,26-02-2022,102,Saturday
2346,Hatchback,633,2003,GOLF,Blue,2022,19,25-02-2022,102,Friday
2347,Utility,619,2011,HILUX,Gold,2021,10,10-12-2021,105,Friday
2348,Saloon,512,2000,318I,Silver,2022,22,03-01-2022,102,Monday
2349,Cab and Chassis Only,587,2011,NAVARA,Silver,2022,11,08-01-2022,102,Saturday
2350,Stationwagon,610,2002,LEGACY,White,2021,19,30-12-2021,101,Thursday
2351,Utility,540,2011,RANGER,Red,2021,10,05-12-2021,108,Sunday
2352,Saloon,619,2000,ALTEZZA,Silver,2022,22,24-03-2022,102,Thursday
2353,Hatchback,619,2011,YARIS,Silver,2022,11,21-01-2022,114,Friday
2354,Hatchback,619,2000,FUNCARGO,Gold,2022,22,05-03-2022,102,Saturday
2355,Hatchback,550,2000,CIVIC,Blue,2022,22,17-01-2022,102,Monday
2356,Hatchback,619,2011,YARIS,Red,2021,10,19-11-2021,102,Friday
2357,Saloon,619,2004,MARKX,Silver,2022,18,04-04-2022,102,Monday
2358,Stationwagon,619,2002,FIELDER,Silver,2022,20,11-02-2022,102,Friday
2359,Stationwagon,576,2006,ATENZA,Grey,2022,16,28-02-2022,109,Monday
2360,Stationwagon,610,2006,IMPREZA,Silver,2022,16,06-01-2022,101,Thursday
2361,Stationwagon,507,2005,A3,Black,2021,16,07-11-2021,101,Sunday
2362,Utility,540,2004,COURIER,Grey,2022,18,13-01-2022,103,Thursday
2363,Hatchback,576,2004,DEMIO,Silver,2022,18,17-02-2022,107,Thursday
2364,Saloon,548,1999,VT COMMODORE,Brown,2021,22,19-10-2021,114,Tuesday
2365,Roadbike,536,2021,STREETFIGHTER,Red,2022,1,25-01-2022,102,Tuesday
2366,Stationwagon,580,2002,AIRTREK,Black,2022,20,24-02-2022,108,Thursday
2367,Hatchback,587,2002,MARCH,Yellow,2021,19,02-12-2021,109,Thursday
2368,Hatchback,576,2001,FAMILIA,White,2021,20,29-10-2021,102,Friday
2369,Saloon,619,2006,ALLION,Silver,2022,16,27-03-2022,115,Sunday
2370,Hatchback,540,2012,MONDEO,Grey,2022,10,07-02-2022,108,Monday
2371,Hatchback,619,2001,DUET,Green,2022,21,02-01-2022,109,Sunday
2372,Saloon,587,2006,TIIDA,White,2022,16,14-02-2022,103,Monday
2373,Hatchback,619,2002,IST,Red,2022,20,21-03-2022,102,Monday
2374,Stationwagon,548,2006,COMMODORE,Black,2022,16,13-03-2022,102,Sunday
2375,Utility,556,2012,D-MAX,Brown,2022,10,15-03-2022,103,Tuesday
2376,Utility,548,2009,COLORADO,White,2022,13,17-01-2022,103,Monday
2377,Saloon,577,2011,C,White,2021,10,12-10-2021,102,Tuesday
2378,Light Van,611,1989,SK410,White,2022,33,13-03-2022,102,Sunday
2379,Stationwagon,619,2003,IPSUM,Silver,2022,19,18-01-2022,109,Tuesday
2380,Hatchback,576,2002,DEMIO,Orange,2022,20,17-02-2022,102,Thursday
2381,Stationwagon,619,1997,HILUX,Black,2022,25,19-03-2022,114,Saturday
2382,Convertible,512,2003,Z4,Grey,2021,18,09-11-2021,102,Tuesday
2383,Hatchback,576,2004,DEMIO,Silver,2022,18,24-02-2022,103,Thursday
2384,Hatchback,540,2012,MONDEO,Black,2022,10,03-04-2022,102,Sunday
2385,Saloon,610,2003,LEGACY,Blue,2021,18,17-12-2021,109,Friday
2386,Stationwagon,576,2003,PREMACY,Grey,2022,19,03-04-2022,102,Sunday
2387,Hatchback,610,1998,IMPREZA,Black,2022,24,17-03-2022,109,Thursday
2388,Stationwagon,610,2002,LEGACY,Silver,2021,19,28-12-2021,109,Tuesday
2389,Stationwagon,610,2009,LEGACY,Black,2022,13,03-04-2022,101,Sunday
2390,Hatchback,587,2000,CUBE,Red,2021,21,29-12-2021,102,Wednesday
2391,Stationwagon,555,2012,I30,Blue,2021,9,22-12-2021,114,Wednesday
2392,Stationwagon,580,2012,OUTLANDER,Red,2022,10,18-02-2022,102,Friday
2393,Hatchback,512,2002,318TI,Red,2021,19,23-10-2021,115,Saturday
2394,Saloon,576,2005,AXELA,White,2021,16,01-11-2021,102,Monday
2395,Stationwagon,548,2012,CAPTIVA,White,2022,10,04-02-2022,102,Friday
2396,Utility,580,2001,L200,Green,2022,21,03-04-2022,102,Sunday
2397,Light Van,580,2012,L300,White,2021,9,05-11-2021,109,Friday
2398,Stationwagon,550,2001,STREAM,Purple,2021,20,12-12-2021,101,Sunday
2399,Hatchback,576,2006,DEMIO,Silver,2021,15,03-12-2021,109,Friday
2400,Stationwagon,610,2012,FORESTER,White,2021,9,12-12-2021,104,Sunday
2401,Stationwagon,592,2012,308,Blue,2021,9,05-12-2021,115,Sunday
2402,Hatchback,576,2004,DEMIO,Blue,2022,18,04-04-2022,102,Monday
2403,Hatchback,550,2002,CIVIC,Silver,2021,19,04-12-2021,102,Saturday
2404,Hatchback,611,2006,SWIFT,Silver,2022,16,26-01-2022,101,Wednesday
2405,Stationwagon,587,2006,EXPERT,Silver,2022,16,04-04-2022,102,Monday
2406,Saloon,550,2000,TORNEO,Black,2022,22,07-03-2022,102,Monday
2407,Utility,619,2012,HILUX,White,2022,10,28-03-2022,108,Monday
2408,Saloon,512,2002,318CI,Silver,2021,19,29-11-2021,102,Monday
2409,Saloon,587,2004,SKYLINE,Grey,2022,18,01-04-2022,114,Friday
2410,Stationwagon,610,2005,FORESTER,Silver,2022,17,27-01-2022,109,Thursday
2411,Hatchback,619,1999,VITZ,Gold,2021,22,17-12-2021,105,Friday
2412,Stationwagon,587,2005,LAFESTA,Blue,2021,16,29-12-2021,105,Wednesday
2413,Stationwagon,550,1996,CRV,Purple,2022,26,02-04-2022,108,Saturday
2414,Saloon,576,2003,RX-8,Blue,2021,18,25-10-2021,102,Monday
2415,Saloon,548,2001,VX COMMODORE,Blue,2021,20,09-10-2021,103,Saturday
2416,Hatchback,587,2006,TIIDA,Silver,2022,16,05-04-2022,103,Tuesday
2417,Stationwagon,576,2003,ATENZA,Silver,2022,19,11-02-2022,102,Friday
2418,Hatchback,576,2005,DEMIO,Silver,2022,17,19-03-2022,103,Saturday
2419,Hatchback,576,2004,DEMIO,Blue,2022,18,16-01-2022,103,Sunday
2420,Utility,576,2002,BOUNTY,Red,2022,20,31-03-2022,102,Thursday
2421,Utility,540,2012,RANGER,White,2022,10,13-02-2022,104,Sunday
2422,Stationwagon,619,1999,ESTIMA,Silver,2022,23,21-03-2022,102,Monday
2423,Saloon,548,2012,CRUZE,Grey,2022,10,27-02-2022,102,Sunday
2424,Utility,540,2002,COURIER,Green,2022,20,11-03-2022,115,Friday
2425,Stationwagon,576,2006,ATENZA,Black,2021,15,06-12-2021,109,Monday
2426,Saloon,548,2003,COMMODORE,Red,2021,18,19-12-2021,102,Sunday
2427,Stationwagon,576,2002,ATENZA,White,2022,20,23-03-2022,102,Wednesday
2428,Hatchback,611,2006,SWIFT,Yellow,2021,15,17-12-2021,109,Friday
2429,Utility,576,2006,BONGO,White,2021,15,30-10-2021,102,Saturday
2430,Hatchback,633,2003,GOLF,Black,2022,19,17-01-2022,111,Monday
2431,Utility,587,2012,NAVARA,Silver,2022,10,22-02-2022,114,Tuesday
2432,Stationwagon,576,2002,ATENZA,Red,2021,19,16-12-2021,109,Thursday
2433,Stationwagon,610,2000,LEGACY,Black,2021,21,26-11-2021,104,Friday
2434,Saloon,610,2009,LEGACY,Black,2022,13,25-03-2022,111,Friday
2435,Light Van,619,2012,HIACE,White,2021,9,22-11-2021,102,Monday
2436,Stationwagon,540,2002,EXPLORER,Green,2022,20,07-03-2022,104,Monday
2437,Utility,548,2012,COLORADO,Silver,2022,10,08-01-2022,107,Saturday
2438,Stationwagon,587,2001,ELGRAND,White,2022,21,14-03-2022,111,Monday
2439,Hatchback,540,2012,FOCUS,Black,2022,10,01-04-2022,102,Friday
2440,Sports Car,507,2011,RS5,Grey,2022,11,16-01-2022,102,Sunday
2441,Hatchback,587,2005,TIIDA,Silver,2021,16,30-11-2021,109,Tuesday
2442,Saloon,576,2005,AXELA,White,2022,17,25-03-2022,105,Friday
2443,Utility,580,2012,TRITON,Silver,2022,10,11-01-2022,115,Tuesday
2444,Saloon,548,2001,VX COMMODORE,Silver,2022,21,23-02-2022,103,Wednesday
2445,Hatchback,619,2005,COROLLA,Blue,2022,17,07-01-2022,111,Friday
2446,Utility,619,2001,HILUX,White,2022,21,25-01-2022,109,Tuesday
2447,Hatchback,576,2005,DEMIO,Silver,2022,17,18-03-2022,109,Friday
2448,Saloon,587,2004,TIIDA,Blue,2022,18,05-04-2022,102,Tuesday
2449,Utility,540,2006,FALCON UTE,Grey,2022,16,11-02-2022,104,Friday
2450,Saloon,619,2004,CAMRY,Gold,2021,17,09-12-2021,102,Thursday
2451,Utility,576,2002,BOUNTY,White,2022,20,17-03-2022,109,Thursday
2452,Saloon,576,2003,ATENZA,White,2021,18,04-11-2021,109,Thursday
2453,Saloon,540,2002,FALCON,Silver,2022,20,12-02-2022,114,Saturday
2454,Stationwagon,619,1988,LANDCRUISER,White,2022,34,02-04-2022,114,Saturday
2455,Utility,540,2012,RANGER,Grey,2022,10,17-01-2022,102,Monday
2456,Saloon,548,2012,CRUZE,Silver,2022,10,07-03-2022,102,Monday
2457,Utility,540,2008,RANGER,Red,2022,14,06-03-2022,114,Sunday
2458,Flat Deck Truck,580,2008,L200,White,2022,14,22-02-2022,102,Tuesday
2459,Saloon,587,2005,TIIDA,Blue,2022,17,05-04-2022,102,Tuesday
2460,Light Van,619,2000,HIACE,White,2021,21,14-10-2021,102,Thursday
2461,Saloon,580,1999,GALANT,Blue,2022,23,01-01-2022,107,Saturday
2462,Saloon,587,2007,TIIDA,White,2021,14,30-11-2021,102,Tuesday
2463,Stationwagon,619,1994,HIACE,Gold,2022,28,31-03-2022,109,Thursday
2464,Hatchback,611,2006,SWIFT,Orange,2022,16,03-02-2022,104,Thursday
2465,Hatchback,576,2002,ATENZA,Silver,2021,19,11-11-2021,114,Thursday
2466,Stationwagon,540,2012,TERRITORY,White,2021,9,12-10-2021,102,Tuesday
2467,Utility,540,2001,COURIER,Green,2022,21,04-03-2022,104,Friday
2468,Convertible,634,2003,C70,White,2021,18,14-10-2021,102,Thursday
2469,Hatchback,611,2012,SWIFT,Orange,2022,10,22-03-2022,102,Tuesday
2470,Stationwagon,610,2005,LEGACY,Black,2022,17,27-03-2022,109,Sunday
2471,Stationwagon,548,2012,COMMODORE,Green,2022,10,18-03-2022,106,Friday
2472,Hatchback,587,2005,TIIDA,Silver,2022,17,29-03-2022,114,Tuesday
2473,Stationwagon,580,2012,OUTLANDER,White,2021,9,07-11-2021,114,Sunday
2474,Stationwagon,610,2009,LEGACY,White,2021,12,28-10-2021,114,Thursday
2475,Hatchback,611,2012,SWIFT,Silver,2022,10,22-03-2022,102,Tuesday
2476,Stationwagon,580,2005,OUTLANDER,Black,2022,17,20-03-2022,102,Sunday
2477,Saloon,587,2005,BLUEBIRD,Green,2022,17,07-01-2022,107,Friday
2478,Hatchback,587,2004,CUBE,Grey,2022,18,05-04-2022,103,Tuesday
2479,Stationwagon,619,1999,HILUX,White,2021,22,30-12-2021,104,Thursday
2480,Utility,619,2012,HILUX,White,2022,10,30-01-2022,101,Sunday
2481,Saloon,619,2005,MARKX,Silver,2021,16,17-12-2021,114,Friday
2482,Stationwagon,580,2007,OUTLANDER,Silver,2021,14,12-12-2021,108,Sunday
2483,Stationwagon,559,2018,COMPASS,Black,2022,4,21-03-2022,102,Monday
2484,Hatchback,550,1997,CIVIC,Green,2021,24,11-12-2021,109,Saturday
2485,Stationwagon,550,2005,EDIX,Blue,2021,16,15-10-2021,102,Friday
2486,Stationwagon,576,2007,ATENZA,Silver,2022,15,04-04-2022,109,Monday
2487,Saloon,512,2001,520I,Blue,2022,21,25-02-2022,102,Friday
